0.30    2.35e-7
0.375   2.64e-7
0.46    2.61e-7
0.525   2.46e-7
0.59    2.74e-7
0.67    2.82e-7
0.75    2.57e-7
0.86    2.62e-7
0.97    2.35e-7
1.13    2.60e-7
1.33    2.18e-7
1.62    2.10e-7
2.33    1.88e-7
2.95    1.84e-7
3.76    1.51e-7
5.05    1.33e-7
6.90    1.04e-7
10.0    1.18e-7
28.12   0.61e-7
225.    0.07e-7
